gene,gene_name,zscore,effect_size,pvalue,var_g,n_snps_used,n_snps_in_model,pred_perf_r2,pred_perf_pval
ENSG00000171773.2,NXNL1,0.738,1.817388770573638,0.4605144491301434,0.16489862833716584,1,1,,
ENSG00000129353.14,SLC44A2,-0.737,-10.438451854239933,0.4611223493657526,0.004984972775560229,1,1,,
ENSG00000139971.15,C14orf37,0.737,7.234399230440421,0.4611223493657526,0.010378391095167371,1,2,,
ENSG00000118515.11,SGK1,-0.736,-186.92005631091936,0.46173069778893494,1.550400223461339e-05,1,1,,
ENSG00000111046.3,MYF6,0.736,56.806408120055295,0.46173069778893494,0.00016786531487516702,1,1,,
ENSG00000196367.12,TRRAP,-0.736,-8.579164203462303,0.46173069778893494,0.007359794162759917,1,1,,
ENSG00000089723.9,OTUB2,0.7359999999999999,448.3511932422805,0.46173069778893494,2.6947530293671775e-06,1,1,,
ENSG00000116266.10,STXBP3,-0.736,-10.021349723437998,0.46173069778893494,0.005393903743375632,1,1,,
ENSG00000154518.9,ATP5G3,0.7359573834621259,3.781639178530848,0.46175663344543905,0.0378743471916165,2,2,,
ENSG00000170915.8,PAQR8,0.7358652846547852,3.9363891792662824,0.46181268589742475,0.03494624935626198,3,3,,
ENSG00000270011.6,ZNF559-ZNF177,-0.7357042217771372,-2.722258776597967,0.46191071985048504,0.07303779999153594,2,2,,
ENSG00000103852.12,TTC23,0.7353303788318919,0.9480375643208603,0.4621383111721773,0.6016084466698871,3,3,,
ENSG00000283440.1,RP11-445H22.3,0.7351858893291051,0.8767731618622346,0.46222629150025607,0.7031044242585383,3,3,,
ENSG00000120784.15,ZFP30,-0.7350000000000001,-3.879600205861812,0.4623394941213297,0.03589225385812068,1,1,,
ENSG00000188761.11,BCL2L15,-0.735,-3.917988135652097,0.4623394941213298,0.03519236433376221,1,1,,
ENSG00000160678.11,S100A1,0.7345604837358689,4.224262929019037,0.4626072116331321,0.030238012267485744,2,2,,
ENSG00000177946.5,CENPBD1,0.7344624344877526,1.1741202126341532,0.4626669470438929,0.3913037830599388,2,2,,
ENSG00000232233.1,LINC02043,-0.7339999999999999,-1.8450682366802393,0.46294873808347536,0.15825857648106514,1,2,,
ENSG00000100298.15,APOBEC3H,0.734,3.137130688994525,0.46294873808347536,0.05474278616989071,1,2,,
ENSG00000164694.16,FNDC1,-0.734,-46.63013051253699,0.46294873808347536,0.0002477757833446079,1,1,,
ENSG00000134817.10,APLNR,0.734,14.038570081136436,0.46294873808347536,0.002733671790067253,1,1,,
ENSG00000137198.9,GMPR,0.7340000000000001,8.453305255360442,0.46294873808347536,0.007539438724364389,1,1,,
ENSG00000254973.1,RP11-429J17.7,0.7340000000000001,6.813193292547466,0.46294873808347536,0.011606217352575483,1,2,,
ENSG00000197381.15,ADARB1,-0.734,-1423.842638362651,0.46294873808347536,2.657468537495017e-07,1,1,,
ENSG00000206538.8,VGLL3,0.7331437559805478,7.5780826867316256,0.4634707551010807,0.00935964983012122,2,2,,
ENSG00000228031.2,AC078842.3,0.733,84.5491374038151,0.46355842939480907,7.516048726739822e-05,1,1,,
ENSG00000141378.14,PTRH2,-0.733,-20.44330806152901,0.46355842939480907,0.0012855992283677597,1,2,,
ENSG00000062716.12,VMP1,-0.733,-79.28240068104697,0.46355842939480907,8.547800253617596e-05,1,1,,
ENSG00000069345.11,DNAJA2,0.733,10.805442275425015,0.46355842939480907,0.004601748231373654,1,1,,
ENSG00000110427.14,KIAA1549L,-0.733,-90.67553996861417,0.46355842939480907,6.534730001746374e-05,1,1,,
ENSG00000144026.11,ZNF514,-0.7327689628252285,-0.6150300251725394,0.46369935433958487,1.4195199348619436,3,5,,
ENSG00000196557.12,CACNA1H,-0.732,-7.354121925950409,0.4641685677736669,0.009907418543754399,1,1,,
ENSG00000273181.1,RP11-778D9.13,0.732,3.141015088540868,0.4641685677736669,0.05431028938225975,1,2,,
ENSG00000108774.14,RAB5C,0.732,4.0989549114160475,0.4641685677736669,0.03189156854159452,1,1,,
ENSG00000162769.12,FLVCR1,0.732,1.8863957491123005,0.4641685677736669,0.1505762731610104,1,2,,
ENSG00000119318.12,RAD23B,0.732,23.26662540768793,0.4641685677736669,0.0009898180440448894,1,2,,
ENSG00000125885.13,MCM8,0.7313058076302218,1.314191303119879,0.46459238392852686,0.30965697509401524,2,2,,
ENSG00000231680.1,AP003774.6,0.731,1.9115963951412,0.464779152937284,0.1462319758753447,1,1,,
ENSG00000157680.15,DGKI,0.731,63.23014035621252,0.464779152937284,0.000133655385299165,1,1,,
ENSG00000166012.16,TAF1D,-0.731,-19.685095751226402,0.464779152937284,0.001378985471752283,1,1,,
ENSG00000029153.14,ARNTL2,0.731,420.71686842953693,0.464779152937284,3.0189429323470246e-06,1,1,,
ENSG00000167550.10,RHEBL1,-0.731,-4.27572145025765,0.464779152937284,0.029229133767324937,1,2,,
ENSG00000110274.15,CEP164,-0.731,-4.571113333987498,0.464779152937284,0.025573535676930777,1,2,,
ENSG00000187581.2,COX8C,0.731,95.29734870542104,0.464779152937284,5.884006144308413e-05,1,2,,
ENSG00000160862.12,AZGP1,-0.7309999999999999,-4.2144630092895605,0.4647791529372842,0.030085016998998335,1,2,,
ENSG00000213185.6,FAM24B,0.73,9.743207086466796,0.4653901846017948,0.005613605041672177,1,1,,
ENSG00000168615.11,ADAM9,-0.73,-3.6869554600012515,0.4653901846017948,0.039202154675913856,1,1,,
ENSG00000139436.20,GIT2,0.7296916971668544,13.292998231012488,0.4655786573997569,0.003013234389860734,2,2,,
ENSG00000244242.1,IFITM10,0.7293965964631596,4.529947267740557,0.46575909914436486,0.025926337601102138,2,2,,
ENSG00000196284.15,SUPT3H,0.729254663991167,1.081903718560999,0.465845898752289,0.45434024066192624,4,4,,
ENSG00000174963.17,ZIC4,-0.729,-275.93481165917046,0.4660016624822326,6.979785374473182e-06,1,1,,
ENSG00000142937.11,RPS8,0.729,3.78658170467805,0.4660016624822326,0.037064691712028947,1,1,,
ENSG00000115561.15,CHMP3,0.729,7.696897833642041,0.4660016624822326,0.008970643809831307,1,2,,
ENSG00000205220.11,PSMB10,0.729,28.21094216653335,0.4660016624822326,0.000667759192630358,1,1,,
ENSG00000053372.4,MRTO4,0.729,3.2535866376341955,0.4660016624822326,0.05020307338970675,1,2,,
ENSG00000148386.9,LCN9,-0.729,-3.4972973598141275,0.4660016624822326,0.04345001558669602,1,1,,
ENSG00000182400.14,TRAPPC6B,0.728,6.3056190850151,0.4666135862925296,0.013329298526652909,1,1,,
ENSG00000121211.7,MND1,0.7279999999999999,252.85513097493381,0.4666135862925297,8.289325946588916e-06,1,1,,
ENSG00000177853.14,ZNF518A,0.7279383902755102,4.3230063983990945,0.46665130132657173,0.028354206064395752,2,2,,
ENSG00000198125.12,MB,-0.727,-77.48893305289467,0.4672259557455176,8.802164070756795e-05,1,1,,
ENSG00000174938.14,SEZ6L2,-0.727,-19.097930012967367,0.4672259557455176,0.0014490928939572471,1,1,,
ENSG00000085552.16,IGSF9,0.727,26.078210982655524,0.4672259557455176,0.0007771649978252928,1,1,,
ENSG00000103187.7,COTL1,-0.7269143488120974,-5.260619429190362,0.46727842662685015,0.019093815160676757,2,2,,
ENSG00000116171.17,SCP2,0.726433359574487,5.995289562644536,0.4675731467268722,0.014681527142009453,2,2,,
ENSG00000157343.8,ARMC12,0.726,12.07002686149968,0.46783877055292766,0.0036179017455994006,1,1,,
ENSG00000132275.10,RRP8,-0.726,-0.9673811725331399,0.46783877055292766,0.5632198853887131,1,2,,
ENSG00000187068.2,C3orf70,-0.726,-31.955964371164875,0.46783877055292766,0.0005161422192872921,1,2,,
ENSG00000165124.17,SVEP1,0.726,13.70672939637552,0.46783877055292766,0.002805469578316863,1,2,,
ENSG00000254901.7,BORCS8,0.726,4.9355569017138725,0.46783877055292766,0.021637192801847407,1,2,,
ENSG00000159479.16,MED8,-0.7253721041275458,-6.153061240814621,0.46822378192088954,0.01389758133222631,2,2,,
ENSG00000167525.13,PROCA1,0.725,7.318258345003443,0.46845203042538974,0.009814327358830602,1,3,,
ENSG00000129465.15,RIPK3,-0.725,-2.6117384800031354,0.46845203042538974,0.07705780565115564,1,1,,
ENSG00000214944.9,ARHGEF28,0.7249999999999999,7.431473484549636,0.46845203042538974,0.009517571497762294,1,2,,
ENSG00000258366.7,RTEL1,0.725,45.80439881620195,0.46845203042538974,0.00025053109602503327,1,1,,
ENSG00000175497.16,DPP10,0.725,4.2623340626745625,0.46845203042538974,0.028932172353994916,1,1,,
ENSG00000204572.9,KRTAP5-10,0.724350104995893,1.4255908598229987,0.4688508234276093,0.2581708771927686,2,2,,
ENSG00000142396.10,ERVK3-1,0.7243244237982461,6.898899229814344,0.4688665859563732,0.011023173839388906,2,2,,
ENSG00000128872.9,TMOD2,-0.7240321181185319,-5.662491454517432,0.46904601712355376,0.01634935201686168,2,2,,
ENSG00000163577.7,EIF5A2,0.724,72.93165080366083,0.46906573507243376,9.854737138969493e-05,1,1,,
ENSG00000230051.1,CTA-929C8.8,-0.724,-3.9551505936939386,0.46906573507243376,0.03350819886834583,1,1,,
ENSG00000152433.14,ZNF547,-0.7220000000000001,-3.9459609688869346,0.47029447752288267,0.03347871843360376,1,2,,
ENSG00000143933.16,CALM2,-0.722,-13.058353781664477,0.4702944775228828,0.003057014749771291,1,1,,
ENSG00000136156.12,ITM2B,0.722,15.845009963466277,0.4702944775228828,0.0020762964523702186,1,1,,
ENSG00000213398.7,LCAT,-0.722,-5.861906726134159,0.4702944775228828,0.015170384478534102,1,1,,
ENSG00000185115.5,NSMCE3,-0.722,-683.7249558112904,0.4702944775228828,1.1150941346589002e-06,1,1,,
ENSG00000179119.14,SPTY2D1,0.722,14.71953341088759,0.4702944775228828,0.002405948394052938,1,1,,
ENSG00000204291.10,COL15A1,0.722,18.905794007489312,0.4702944775228828,0.0014584265165270714,1,1,,
ENSG00000214688.5,C10orf105,-0.722,-4.449330877748616,0.4702944775228828,0.02633206921520381,1,1,,
ENSG00000099953.9,MMP11,-0.721444969161082,-7.011683262915017,0.47063578734930345,0.010586730056010112,2,2,,
ENSG00000197912.14,SPG7,-0.721,-13.938474825225683,0.47090951473984466,0.002675716023334317,1,1,,
ENSG00000276045.2,ORAI1,0.721,4.76991194457909,0.47090951473984466,0.022848085005748794,1,2,,
ENSG00000028137.18,TNFRSF1B,0.721,173.29935755605354,0.47090951473984466,1.7309185171579252e-05,1,1,,
ENSG00000125245.12,GPR18,0.721,412.74540167971645,0.47090951473984466,3.0514484834051963e-06,1,1,,
ENSG00000162614.18,NEXN,0.7205426773779021,20.062711444671407,0.47119093301326653,0.0012898528397158626,2,2,,
ENSG00000161542.16,PRPSAP1,0.7200757738507552,1.3604145519364172,0.4714783426802519,0.2801649887254068,2,2,,
ENSG00000129450.8,SIGLEC9,-0.72,-9.055790908727486,0.47152499555850236,0.006321384686024253,1,1,,
ENSG00000134698.10,AGO4,-0.72,-8.127643283365826,0.47152499555850236,0.007847579498091584,1,1,,
ENSG00000215717.5,TMEM167B,0.72,15.256464515513917,0.47152499555850236,0.0022271895814114048,1,1,,
ENSG00000213999.15,MEF2B,-0.72,-10.22658748146934,0.47152499555850236,0.004956824210154182,1,1,,
ENSG00000168995.13,SIGLEC7,-0.72,-2.5875382155564526,0.47152499555850236,0.07742682443474212,1,2,,
ENSG00000131126.18,TEX101,0.72,639.250872428835,0.47152499555850236,1.268593068290887e-06,1,2,,
ENSG00000085511.19,MAP3K4,0.72,21.30016951741255,0.47152499555850236,0.001142612243292512,1,2,,
ENSG00000125266.6,EFNB2,-0.7192091524280944,-17.936926111461062,0.4720120610083094,0.0016077346531109934,2,2,,
ENSG00000272444.1,RP11-1017G21.6,-0.719,-1.3337348206878885,0.4721409196828833,0.29061551846617745,1,1,,
ENSG00000226380.9,AC058791.1,0.719,4.1854373495574695,0.4721409196828833,0.029510467512657356,1,1,,
ENSG00000155974.11,GRIP1,0.719,501.723750652537,0.4721409196828833,2.0536596033851874e-06,1,2,,
ENSG00000196335.12,STK31,0.7189334596252813,1.2994795834726862,0.4721819192279223,0.30608248015565315,2,3,,
ENSG00000130024.14,PHF10,0.718,194.03389887944886,0.47275728681591545,1.3692844231576957e-05,1,1,,
ENSG00000123444.13,KBTBD4,0.718,40.88887586795262,0.47275728681591545,0.0003083461616483226,1,1,,
ENSG00000173715.15,C11orf80,-0.718,-6.600433711081935,0.47275728681591545,0.01183324730476624,1,2,,
ENSG00000100784.10,RPS6KA5,0.7179999999999999,7.479808429950213,0.47275728681591545,0.00921441861279026,1,1,,
ENSG00000250571.6,GLI4,0.718,16.94117157060142,0.47275728681591545,0.001796230253958336,1,1,,
ENSG00000224164.1,RP3-369A17.4,0.718,3.2455198270340255,0.47275728681591545,0.04894184702972699,1,1,,
ENSG00000185608.8,MRPL40,0.7179850382809364,14.057578291038142,0.4727665120899506,0.0026086136758955046,2,2,,
ENSG00000164236.11,ANKRD33B,-0.7175448868689621,-31.14554476631891,0.4730379502002071,0.000530769898864906,2,2,,
ENSG00000066248.14,NGEF,0.717,192.88808057237537,0.4733740966594261,1.3817438123789716e-05,1,1,,
ENSG00000103707.9,MTFMT,-0.717,-11.511803990449772,0.4733740966594261,0.0038792836737399122,1,2,,
ENSG00000167900.11,TK1,0.717,1.2752695319046594,0.4733740966594261,0.31610716774764924,1,1,,
ENSG00000132563.15,REEP2,-0.717,-11.285972610660066,0.4733740966594261,0.004036085218302982,1,2,,
ENSG00000145216.15,FIP1L1,0.717,26.327448188325487,0.4733740966594261,0.0007416871893578261,1,1,,
ENSG00000117984.13,CTSD,0.7167098409254764,3.6145457718666694,0.47355315245467744,0.039316900910320404,2,3,,
ENSG00000129187.14,DCTD,-0.7160174031316322,-2.0668186450574275,0.4739806030109258,0.12001690276378253,2,2,,
ENSG00000165102.14,HGSNAT,0.716,6.104381387319349,0.4739913489141433,0.013757601501106068,1,2,,
ENSG00000157916.19,RER1,-0.716,-16.45497351999912,0.4739913489141433,0.0018933533356743364,1,2,,
ENSG00000125037.12,EMC3,0.716,546.2718086587603,0.4739913489141433,1.7179418818974944e-06,1,1,,
ENSG00000172869.14,DMXL1,0.716,9.869710065604224,0.4739913489141433,0.005262804710414388,1,1,,
ENSG00000152382.5,TADA1,0.7159540992209046,42.46926688904817,0.47401969188818394,0.0002841978784656707,2,2,,
ENSG00000187778.13,MCRS1,0.715,5.5418866801937225,0.4746090432796948,0.016645498322627513,1,1,,
ENSG00000162236.11,STX5,0.715,4.590921243035252,0.4746090432796948,0.024255621027009913,1,1,,
ENSG00000125449.6,ARMC7,-0.715,-18.442656289477934,0.4746090432796948,0.0015030213116624632,1,1,,
ENSG00000166250.11,CLMP,0.715,81.84572804541557,0.4746090432796948,7.631678228690406e-05,1,1,,
ENSG00000137171.14,KLC4,0.715,29.23863613646786,0.4746090432796948,0.0005979954261362939,1,1,,
ENSG00000128274.15,A4GALT,0.714,9.324023180175713,0.4752271794546087,0.005863942923732631,1,1,,
ENSG00000160392.13,C19orf47,-0.7132682950540946,-2.177137967212118,0.4756797524842039,0.10733316523541842,2,2,,
ENSG00000129195.15,FAM64A,-0.713,-12.881523965863776,0.47584575713631394,0.0030636882292044477,1,1,,
ENSG00000188921.13,HACD4,-0.713,-19.569288435428184,0.47584575713631394,0.0013274830693779428,1,2,,
ENSG00000089356.18,FXYD3,-0.7127343546656716,-0.8269936059405105,0.4760101535929637,0.742764403321226,2,2,,
ENSG00000166822.12,TMEM170A,0.712655642562311,11.159520447249633,0.4760588711023642,0.004078198791587431,2,2,,
ENSG00000159921.14,GNE,-0.7124926412425675,-2.819172951052742,0.4761597666692139,0.06387300177716318,2,2,,
ENSG00000203778.7,FAM229B,0.7123749729373186,1.6798810341929846,0.47623260900896447,0.17982921689914114,2,2,,
ENSG00000128011.4,LRFN1,-0.7120000000000001,-255.32723236923886,0.4764647760211397,7.776169381182904e-06,1,1,,
ENSG00000119537.15,KDSR,0.7119999999999999,6.903125328278983,0.4764647760211399,0.010638207838325038,1,2,,
ENSG00000169676.5,DRD5,-0.712,-4.321256721558232,0.4764647760211399,0.027148125683666355,1,1,,
ENSG00000056097.15,ZFR,-0.712,-27.90447127881533,0.4764647760211399,0.0006510470734694482,1,1,,
ENSG00000088812.17,ATRN,-0.712,-17.973592269596992,0.4764647760211399,0.0015692430585627685,1,1,,
ENSG00000134265.12,NAPG,-0.7111855022880326,-2.7251163720577494,0.47696929130322563,0.06810761680049524,2,2,,
ENSG00000198429.9,ZNF69,-0.7110659223998292,-2.9154593819562593,0.4770433859603579,0.05948476373650921,2,2,,
ENSG00000041357.15,PSMA4,-0.7110473617633902,-3.065301474307708,0.4770548871547584,0.05380847336563324,2,2,,
ENSG00000282787.1,RP11-151A10.3,-0.711,-458.87275641336976,0.477084235804316,2.4007926523436396e-06,1,2,,
ENSG00000268654.1,MIMT1,0.711,0.8547536197575204,0.477084235804316,0.6919222624602431,1,1,,
ENSG00000173809.17,TDRD12,-0.711,-2.0026139458468646,0.477084235804316,0.12605054538360294,1,2,,
ENSG00000164758.7,MED30,-0.71,-12.271935811637192,0.4777041361799734,0.003347268475587282,1,2,,
ENSG00000182674.5,KCNB2,-0.71,-8.325559722109876,0.4777041361799734,0.007272601922724674,1,1,,
ENSG00000102524.11,TNFSF13B,0.71,2.7659106293032316,0.4777041361799734,0.0658931714685,1,1,,
ENSG00000174788.9,PCP2,0.71,6.568945722504462,0.4777041361799734,0.011682219192158703,1,1,,
ENSG00000182903.15,ZNF721,-0.71,-5.61522785578023,0.4777041361799734,0.01598755051701622,1,2,,
ENSG00000215845.10,TSTD1,-0.709285270716066,-1.0908638886532056,0.4781474669492568,0.42276668030088616,2,2,,
ENSG00000180479.13,ZNF571,-0.7090000000000001,-6.684637740600952,0.47832447684114365,0.011249590586603334,1,1,,
ENSG00000166164.15,BRD7,0.709,24.372827955287512,0.47832447684114376,0.0008462148154033367,1,1,,
ENSG00000088833.17,NSFL1C,0.709,4.321202663106646,0.47832447684114376,0.026920504857224466,1,1,,
ENSG00000123545.5,NDUFAF4,0.7084465903605123,2.3803494097018976,0.47866796848067505,0.0885794146187403,2,3,,
ENSG00000196218.12,RYR1,0.708,4.60928737085811,0.4789452574797598,0.02359385708031872,1,1,,
ENSG00000106462.10,EZH2,0.708,14.46226266520246,0.4789452574797598,0.0023965915593910734,1,2,,
ENSG00000198467.13,TPM2,-0.708,-9.362946479980904,0.4789452574797598,0.005717964221795079,1,2,,
ENSG00000198721.12,ECI2,0.708,2.1413412448722906,0.4789452574797598,0.10931877366044272,1,1,,
ENSG00000144278.14,GALNT13,-0.7071604362852916,-76.24551756434178,0.47946678191018366,8.602155253666353e-05,2,2,,
ENSG00000265752.2,RP11-403A21.1,0.706978693763758,2.830325867361663,0.4795797184346331,0.062393560607446705,2,2,,
ENSG00000100413.16,POLR3H,0.706,4.710828507379449,0.4801881374515663,0.022460261745233377,1,2,,
ENSG00000161011.19,SQSTM1,-0.706,-6.72393640009354,0.4801881374515663,0.011024583934840924,1,2,,
ENSG00000196396.9,PTPN1,-0.706,-8.609587662016141,0.4801881374515663,0.00672426309545276,1,2,,
ENSG00000087074.7,PPP1R15A,0.705,8.303090750710957,0.48081023616312923,0.0072093924040434925,1,1,,
ENSG00000263063.1,RP11-388C12.1,-0.705,-1.134853363764658,0.48081023616312923,0.38592128789888047,1,2,,
ENSG00000104140.6,RHOV,0.705,5.607332876164756,0.48081023616312923,0.015807586135435963,1,1,,
ENSG00000215475.4,SIAH3,0.704164547828824,114.4135740265877,0.4813303062801969,3.787853796732816e-05,2,2,,
ENSG00000141084.10,RANBP10,0.704,1.3229618388768734,0.4814327736088827,0.28317224516982964,1,1,,
ENSG00000215712.10,TMEM242,-0.704,-5.150697089448574,0.4814327736088827,0.018681566853565527,1,1,,
ENSG00000140577.15,CRTC3,0.704,9.886544193189986,0.4814327736088827,0.005070564298496843,1,1,,
ENSG00000187800.13,PEAR1,-0.704,-10.598803647114849,0.4814327736088827,0.004411960598391835,1,1,,
ENSG00000230873.8,STMND1,0.704,2047.7738343697213,0.4814327736088827,1.1819016511447831e-07,1,1,,
ENSG00000005206.16,SPPL2B,0.704,295.0831863791664,0.4814327736088827,5.691888571419301e-06,1,3,,
ENSG00000237166.1,LINC01792,0.704,5.845525060990782,0.4814327736088827,0.014504349790143764,1,1,,
ENSG00000141504.11,SAT2,0.704,4.364559543740629,0.4814327736088827,0.026017434673334148,1,2,,
ENSG00000107736.19,CDH23,0.7039999999999998,14.533364819985227,0.4814327736088829,0.0023464589851506386,1,1,,
ENSG00000247157.6,LINC01252,0.7036177324179491,0.998983337406727,0.4816708653399735,0.4960861049889449,2,3,,
ENSG00000064687.12,ABCA7,0.703599794121018,2.078247049067451,0.48168203961118305,0.11461911804528371,2,3,,
ENSG00000124171.8,PARD6B,-0.7031163840102908,-4.995803148349842,0.4819832225124524,0.01980814476087793,2,2,,
ENSG00000238227.7,C9orf69,-0.703,-17.762998753225922,0.48205574947526764,0.0015663112938155317,1,2,,
ENSG00000100427.15,MLC1,-0.703,-8.036935190386716,0.48205574947526764,0.007651202875117811,1,1,,
ENSG00000091704.9,CPA1,0.7029999999999998,7.726554429668756,0.48205574947526775,0.008278257159163405,1,1,,
ENSG00000213639.9,PPP1CB,0.7029999999999998,3.2599570947729943,0.48205574947526775,0.046503632893352215,1,1,,
ENSG00000156973.13,PDE6D,-0.7021002561835094,-2.7684773584698754,0.48261664259137216,0.06431559783222804,2,2,,
ENSG00000256812.1,CAPNS2,0.702,566.9282413384558,0.4826791634476263,1.533267890161201e-06,1,1,,
ENSG00000253251.2,CTC-534A2.2,0.702,7.7375626718409745,0.4826791634476263,0.008231251375422691,1,1,,
ENSG00000132581.9,SDF2,-0.702,-7.585993743826822,0.4826791634476263,0.008563459810271698,1,1,,
ENSG00000198736.11,MSRB1,-0.702,-7.638169581598041,0.4826791634476263,0.008446866525764207,1,1,,
ENSG00000173699.15,SPATA3,0.702,1.483924153182461,0.4826791634476263,0.22379522544448746,1,1,,
ENSG00000260658.5,RP11-368L12.1,-0.701672718292865,-14.54478915352589,0.4828832905391073,0.0023273104644360794,2,2,,
ENSG00000277007.1,RP11-392O17.2,-0.7016657390077653,-2.647115771007,0.4828876440615938,0.07026105580272826,2,2,,
ENSG00000272983.1,RP11-508N22.12,-0.7016073163425041,-0.566969035722141,0.4829240876541986,1.531332628213436,3,4,,
ENSG00000186326.3,RGS9BP,-0.701123008158039,-24.73714649797506,0.48322625275090114,0.0008033212148107196,2,2,,
ENSG00000197935.6,ZNF311,-0.701,-4.01877071329176,0.48330301521020336,0.030426330511506623,1,2,,
ENSG00000251532.1,CTD-2245E15.3,-0.701,-1.539502232170785,0.48330301521020336,0.20733632193811494,1,2,,
ENSG00000256683.6,ZNF350,0.701,54.52545546135201,0.48330301521020336,0.00016528651845402331,1,1,,
ENSG00000186638.16,KIF24,-0.701,-981.129868798103,0.48330301521020336,5.104850658717603e-07,1,1,,
ENSG00000023516.8,AKAP11,0.701,3.170277319491284,0.48330301521020336,0.04889241940068285,1,2,,
ENSG00000137955.15,RABGGTB,0.701,6.0766330152602634,0.48330301521020336,0.013307914995824618,1,1,,
ENSG00000181038.13,METTL23,0.7,40.10568342480404,0.48392730444614607,0.00030463811348025984,1,1,,
ENSG00000066185.12,ZMYND12,0.7,2.229476441803063,0.48392730444614607,0.09858033841925695,1,1,,
ENSG00000136026.13,CKAP4,0.7,4.90017035614464,0.48392730444614607,0.020406744296034934,1,2,,
ENSG00000167311.13,ART5,-0.699886337361433,-1.451968183599653,0.4839982904818556,0.2323490126835305,2,3,,
ENSG00000260259.1,LINC02166,-0.6998413291395799,-2.961978743766565,0.4840264011494978,0.055825843949590295,2,2,,
ENSG00000138080.13,EMILIN1,0.6996476675293182,30.52706050899375,0.4841473659773122,0.000525277509433795,2,2,,
ENSG00000213203.2,GIMAP1,0.699,6.0389971485800515,0.4845520308375041,0.013397528895524,1,1,,
ENSG00000260011.2,RP13-20L14.1,0.699,11.643331969512024,0.4845520308375041,0.0036041245553277194,1,1,,
ENSG00000186409.14,CCDC30,-0.699,-4.070362385597665,0.4845520308375041,0.02949091170380834,1,2,,
ENSG00000120158.11,RCL1,-0.699,-2.709717089677222,0.4845520308375041,0.0665436242608228,1,1,,
ENSG00000091592.15,NLRP1,-0.698,-9.69931242040515,0.48517719406522974,0.00517879772306369,1,1,,
ENSG00000112242.14,E2F3,0.698,2056.053604841294,0.48517719406522974,1.1525027721951628e-07,1,1,,
ENSG00000197170.9,PSMD12,-0.698,-53.50045896061255,0.48517719406522974,0.0001702142164208908,1,1,,
ENSG00000114999.7,TTL,-0.6980000000000001,-6.0289595531078675,0.48517719406522974,0.013403743384811985,1,2,,
ENSG00000251432.6,RP11-420A23.1,0.6977707771311946,1.9847457110903588,0.4853205572830842,0.12359924273237181,2,2,,
ENSG00000168374.10,ARF4,-0.6976775922127281,-2.7936914639149037,0.48537884462895275,0.062366686042126744,2,2,,
ENSG00000214290.8,COLCA2,0.6972647230621926,2.654842039771478,0.48563714066451946,0.0689791779556908,3,3,,
ENSG00000135094.10,SDS,-0.6970769658255583,-9.401955608285315,0.4857546285102122,0.005496991579572634,2,2,,
ENSG00000101082.13,SLA2,-0.697,-6.109217268062886,0.48580279380917846,0.013016505760406067,1,1,,
ENSG00000068784.12,SRBD1,0.697,8.095197320522736,0.48580279380917846,0.007413284679412231,1,1,,
ENSG00000267855.5,NDUFA7,-0.697,-6.152211202581863,0.48580279380917846,0.01283521310833542,1,1,,
ENSG00000141499.16,WRAP53,0.697,65.96873534100513,0.48580279380917846,0.00011163213715667644,1,1,,
ENSG00000136425.12,CIB2,-0.6969886964475015,-1.2731596257980589,0.48580986780247615,0.2996993175402069,2,3,,
ENSG00000119431.9,HDHD3,0.6962276660308164,2.0681900111500755,0.48628626429846866,0.11332394410658478,3,4,,
ENSG00000213638.5,ADAT3,0.696,9.375738205618,0.4864288297481085,0.005510709717965759,1,1,,
ENSG00000186300.11,ZNF555,0.696,1.1456188576789017,0.4864288297481085,0.3690950081584359,1,1,,
ENSG00000133107.14,TRPC4,0.696,90.52545486946596,0.4864288297481085,5.9112189768537824e-05,1,1,,
ENSG00000116497.17,S100PBP,0.696,6.2541844640794535,0.4864288297481085,0.012384460902500869,1,1,,
ENSG00000088205.12,DDX18,-0.696,-4.203761998014678,0.4864288297481085,0.027412095711437802,1,2,,
ENSG00000018280.16,SLC11A1,-0.696,-37.168734764195754,0.4864288297481085,0.0003506411835630783,1,1,,
ENSG00000136936.10,XPA,-0.6959999999999998,-3.4023806193128783,0.48642882974810864,0.04184587828062609,1,1,,
ENSG00000101639.18,CEP192,-0.6958402012785869,-0.6312329677596301,0.4865289098901764,1.2151774059984128,2,2,,
ENSG00000031823.14,RANBP3,-0.695,-776.4892397305165,0.4870553015596819,8.011221240446919e-07,1,1,,
ENSG00000162482.4,AKR7A3,-0.695,-2167.483846456816,0.4870553015596819,1.0281532914368185e-07,1,1,,
ENSG00000133639.4,BTG1,0.6949328497549224,10.354115681959012,0.48709738490457066,0.004504635521661965,2,2,,
ENSG00000262188.1,LINC01978,0.6945814893187559,3.1578689422673887,0.4873176160074498,0.04837914694436797,3,3,,
ENSG00000138621.11,PPCDC,-0.6941954878716239,-1.2939445031776031,0.4875596219002074,0.2878274917296338,2,2,,
ENSG00000111647.12,UHRF1BP1L,-0.694,-7.7468837542482705,0.487682208920464,0.008025366273063267,1,1,,
ENSG00000111341.9,MGP,0.694,9.961607135375187,0.487682208920464,0.004853556848191292,1,1,,
ENSG00000068650.18,ATP11A,0.694,896.1304685348596,0.487682208920464,5.997585579650384e-07,1,2,,
ENSG00000160791.13,CCR5,-0.6938786215066893,-7.144814962384617,0.4877583316173246,0.009431592802712867,2,2,,
