gene,gene_name,zscore,effect_size,pvalue,var_g,n_snps_used,n_snps_in_model,pred_perf_r2,pred_perf_pval
ENSG00000156599.10,ZDHHC5,-8.464,-2445.6373656836945,2.5835982193002e-17,1.1977527788114181e-05,1,2,,
ENSG00000164068.15,RNF123,7.321,51.64631708447417,2.461298398573124e-13,0.020093801104539264,1,1,,
ENSG00000164078.12,MST1R,6.430000000000001,20.410137242539776,1.276039453308928e-10,0.09924990410043597,1,2,,
ENSG00000119414.11,PPP6C,6.268975342387234,30.865190890265296,3.6343166947305684e-10,0.04125296693979706,2,2,,
ENSG00000004534.14,RBM6,-6.218,-19.635640410115748,5.035315607279229e-10,0.10027930029701511,1,1,,
ENSG00000158691.14,ZSCAN12,6.197,186.8984738243102,5.754950111015097e-10,0.0010993892403450775,1,2,,
ENSG00000101017.13,CD40,-5.9749579138651905,-17.74111797156966,2.3014959072555257e-09,0.1134247246249816,2,2,,
ENSG00000204444.10,APOM,5.701705862255366,46.18127489050659,1.1861437360987456e-08,0.01524325737928546,2,3,,
ENSG00000056558.10,TRAF1,5.675794170811319,11.62497769395772,1.3804668822707031e-08,0.23837956274531963,2,3,,
ENSG00000275759.1,RP11-131L12.3,-5.643363574593501,-5.713032092944308,1.6675967456594966e-08,0.9757593778338722,3,3,,
ENSG00000124140.13,SLC12A5,5.579,83.05523370225991,2.4190524106831655e-08,0.0045120999734212,1,1,,
ENSG00000120088.14,CRHR1,-5.56,-31.96206372626052,2.6977465030556816e-08,0.030260768771070784,1,1,,
ENSG00000275409.1,RP11-131L12.4,-5.510537145631225,-9.543275205729724,3.5774030238594626e-08,0.33342101741846925,3,4,,
ENSG00000204396.10,VWA7,5.49,475.9041597648705,4.01933742563528e-08,0.0001330778228293913,1,2,,
ENSG00000137312.14,FLOT1,-5.481,-23.18844995794053,4.229284825489605e-08,0.05586967771534118,1,2,,
ENSG00000225518.2,LINC01703,5.467531987823991,20.24056575039539,4.563448738610468e-08,0.07296882790253358,2,2,,
ENSG00000249484.8,LINC01470,-5.429,-13153.387935988236,5.6670684056471955e-08,1.7035874231453646e-07,1,1,,
ENSG00000113068.9,PFDN1,5.399,122.33282101975728,6.701337406079633e-08,0.00194778345906608,1,1,,
ENSG00000182481.8,KPNA2,-5.391,-64.7857638550659,7.006667473894664e-08,0.006924357726292951,1,1,,
ENSG00000166896.7,ATP23,5.384274229122761,6.893165090729926,7.273753799911388e-08,0.6101224172394342,2,2,,
ENSG00000114735.9,HEMK1,-5.3835222657868815,-22.571435319277267,7.304220740161159e-08,0.05688721511827051,2,2,,
ENSG00000234127.8,TRIM26,-5.323824415339113,-23.383292851464507,1.0160798962719012e-07,0.05183655244028989,2,2,,
ENSG00000111707.11,SUDS3,5.322,22.5749311218647,1.026325723032795e-07,0.05557722681295567,1,1,,
ENSG00000172301.10,COPRS,5.307619618070459,30.080549783695123,1.1106611746936815e-07,0.031133506858901785,3,3,,
ENSG00000129933.20,MAU2,-5.241018108291765,-25.936503150142208,1.5969304152205797e-07,0.04083273547903518,2,2,,
ENSG00000184349.12,EFNA5,5.238,103.49196704606418,1.6232606269670734e-07,0.002561637693373766,1,1,,
ENSG00000007402.11,CACNA2D2,-5.215,-101.88014743335677,1.838172351768869e-07,0.0026201701578595755,1,1,,
ENSG00000186470.13,BTN3A2,5.1876862448134675,5.221992652614382,2.1292294073290934e-07,0.9869039577911112,2,2,,
ENSG00000049449.8,RCN1,5.161,872.0310623900306,2.4563418022666345e-07,3.5027069811395544e-05,1,1,,
ENSG00000272871.1,RP11-408A13.4,5.120632581090423,10.439661432126181,3.045124378270615e-07,0.24058824364682901,2,2,,
ENSG00000186665.9,C17orf58,-5.0650086079564955,-126.57389867125498,4.083818969190853e-07,0.0016012976306997793,2,2,,
ENSG00000100197.20,CYP2D6,-5.044272095034655,-5.5067420008034675,4.552510863330292e-07,0.8390880783758334,2,2,,
ENSG00000165379.13,LRFN5,-5.033,-291.1734903310111,4.828631263628197e-07,0.0002987790870743035,1,1,,
ENSG00000001617.11,SEMA3F,-5.016,-37.05441572614737,5.275832842968917e-07,0.018324625858738848,1,1,,
ENSG00000261353.1,CTA-14H9.5,4.99,46.62537111026381,6.03792925041696e-07,0.011453981785105306,1,1,,
ENSG00000135945.9,REV1,-4.941968861122631,-36.87715455347717,7.733756996178318e-07,0.017959126203072183,2,2,,
ENSG00000105866.13,SP4,4.941964880125338,53.01541200682305,7.733914952474334e-07,0.008689504807900114,2,2,,
ENSG00000119777.18,TMEM214,4.938,245.15147803840387,7.892784275275623e-07,0.00040572628015087084,1,1,,
ENSG00000244731.7,C4A,4.934051737608223,6.465286833336606,8.054109017622976e-07,0.582413997212157,2,2,,
ENSG00000233822.4,HIST1H2BN,4.923,32.875124962949876,8.522745262239067e-07,0.022424607325973865,1,1,,
ENSG00000204410.14,MSH5,4.9005506548186295,57.89287197214661,9.556841228476682e-07,0.007165385752158791,2,2,,
ENSG00000250120.6,PCDHA10,-4.878,-15.755914593325853,1.0716692497576477e-06,0.09585093550554885,1,1,,
ENSG00000121053.5,EPX,-4.824808827705379,-20.48638324159415,1.4013761882157269e-06,0.05546635595541805,2,2,,
ENSG00000173611.17,SCAI,4.815,71.45118887181752,1.4719989017171589e-06,0.004541231735250871,1,2,,
ENSG00000171681.12,ATF7IP,-4.811,-80.75954645767187,1.5017701719706833e-06,0.0035488118219266862,1,1,,
ENSG00000138030.12,KHK,-4.786,-25.165548865276982,1.7013805595431588e-06,0.03616867297193288,1,1,,
ENSG00000132026.13,RTBDN,-4.754,-124.59982692610035,1.994310365747151e-06,0.0014557388642691346,1,1,,
ENSG00000112812.15,PRSS16,-4.739,-1121.8238701191376,2.147755045224504e-06,1.7845308658345735e-05,1,1,,
ENSG00000007372.21,PAX6,4.705,37792.67104831994,2.538659542668637e-06,1.5499014366173243e-08,1,1,,
ENSG00000166963.12,MAP1A,-4.699,-131.57205015249662,2.6143845411981672e-06,0.001275509231686524,1,1,,
ENSG00000154822.17,PLCL2,-4.688,-108.43415023100866,2.7588801865508063e-06,0.0018691452236016507,1,1,,
ENSG00000197062.11,ZSCAN26,4.683370310361384,7.497084182040529,2.821960268851921e-06,0.3902403945852175,2,2,,
ENSG00000088986.10,DYNLL1,4.651,76551.00854543621,3.3032932879687182e-06,3.6913977687799327e-09,1,1,,
ENSG00000164053.19,ATRIP,-4.6394929798474775,-9.961163916884797,3.492649991511399e-06,0.21693062643078773,2,2,,
ENSG00000198315.10,ZKSCAN8,4.60509834297126,33.152834934326805,4.122709862001576e-06,0.019294630921565976,2,2,,
ENSG00000267325.1,LINC01415,-4.515,-36.362394082873934,6.331676582115188e-06,0.01541737978754395,1,1,,
ENSG00000188338.14,SLC38A3,-4.513,-73.681473737902,6.391702210768439e-06,0.0037515786826512075,1,2,,
ENSG00000128513.14,POT1,4.495,32.9589162010122,6.956994716561211e-06,0.018600025846774376,1,1,,
ENSG00000204525.16,HLA-C,-4.485220860562614,-4.622844406997548,7.283844668830094e-06,0.9413456365163015,2,3,,
ENSG00000204969.6,PCDHA2,-4.472,-30.73721286328773,7.749142749220322e-06,0.021167746228340927,1,1,,
ENSG00000155363.18,MOV10,-4.460756920189991,-53.01060461218941,8.167068397047495e-06,0.007080951187660845,2,2,,
ENSG00000233276.3,GPX1,4.432,31.409149068982483,9.336301787572044e-06,0.01991072902996726,1,2,,
ENSG00000125450.10,NUP85,-4.431352905465455,-4.160584734511756,9.364368339841123e-06,1.1343940324517356,2,2,,
ENSG00000137944.17,KYAT3,-4.429,-6.941161646832498,9.467102299779356e-06,0.40714306685983276,1,2,,
ENSG00000138758.11,SEPT11,4.4213923029741515,36.14962657178232,9.806694004915806e-06,0.014959272416886585,2,2,,
ENSG00000168404.12,MLKL,-4.403935179529752,-14.584624014147153,1.0630471844475013e-05,0.09117827274975521,3,3,,
ENSG00000128534.7,LSM8,4.354863863019384,20.911393002900258,1.3314964086072602e-05,0.04336938243760069,2,2,,
ENSG00000120913.23,PDLIM2,4.354,24.332095121633625,1.3367570601294178e-05,0.03201974273607977,1,1,,
ENSG00000176986.15,SEC24C,-4.31752660844203,-375.13062387115934,1.57787392024869e-05,0.00013246617828006844,2,2,,
ENSG00000119596.17,YLPM1,4.316,37.10924421612614,1.5888197844096033e-05,0.013526911642243846,1,1,,
ENSG00000135108.14,FBXO21,-4.308,-41.63833154297438,1.6473738525435098e-05,0.010704459698734166,1,1,,
ENSG00000140564.11,FURIN,-4.301,-55.85738486516117,1.7002906025398936e-05,0.005928948624074123,1,2,,
ENSG00000147439.12,BIN3,-4.283482040071757,-14.184758665389626,1.8399095675609777e-05,0.09119058423178426,2,2,,
ENSG00000105928.13,DFNA5,4.281,7.978736144649436,1.8605535798885845e-05,0.2878871293091968,1,2,,
ENSG00000040933.15,INPP4A,4.277,115.07697277118916,1.8942880279623123e-05,0.0013813433554494524,1,1,,
ENSG00000161265.14,U2AF1L4,-4.248036818638737,-5.6258924594627935,2.1565195906667365e-05,0.5701559907843561,3,3,,
ENSG00000204963.5,PCDHA7,-4.247695916208559,-10.34688393432383,2.159802699819907e-05,0.16853405996276988,2,2,,
ENSG00000183513.8,COA5,4.224,20.24950059135287,2.4000404858625632e-05,0.04351301590755542,1,1,,
ENSG00000115446.11,UNC50,4.224,26.261200566384154,2.4000404858625632e-05,0.025871324656597236,1,1,,
ENSG00000155592.15,ZKSCAN2,-4.208898757788907,-12.182028626983227,2.566183318755163e-05,0.11937069624890419,2,2,,
ENSG00000157184.6,CPT2,4.205,119.4229259218556,2.610821569729525e-05,0.0012398141408682633,1,1,,
ENSG00000172354.9,GNB2,-4.205,-46.790970892877695,2.610821569729525e-05,0.00807621527704446,1,2,,
ENSG00000100201.20,DDX17,4.155,42.81903473253488,3.2528754228482225e-05,0.009416040344941118,1,1,,
ENSG00000143951.15,WDPCP,4.147,37.2780096010271,3.368600625217462e-05,0.01237549670945815,1,1,,
ENSG00000145354.9,CISD2,4.145864179038181,26.84554487928004,3.38534464472355e-05,0.0238498523154876,2,2,,
ENSG00000148842.17,CNNM2,-4.123,-22.208298561433743,3.739696984999251e-05,0.03446641357266559,1,1,,
ENSG00000108582.11,CPD,4.11851412291043,40.382109282108786,3.813232035398126e-05,0.010401671156688748,2,2,,
ENSG00000198231.12,DDX42,4.098,8.921769848538256,4.16735281149988e-05,0.2109802859865914,1,1,,
ENSG00000172336.4,POP7,-4.096,-193.4037721769807,4.203499286149536e-05,0.00044852847043353583,1,1,,
ENSG00000108588.13,CCDC47,-4.094,-225.5085761698331,4.239943088813204e-05,0.0003295866034750909,1,1,,
ENSG00000117335.19,CD46,4.091185078579562,9.720502487545511,4.2917444699801135e-05,0.177141705605601,2,2,,
ENSG00000079246.15,XRCC5,4.061,17.45905097094611,4.886297151622901e-05,0.05410341931518041,1,1,,
ENSG00000131495.8,NDUFA2,4.061,71.42815360824311,4.886297151622901e-05,0.003232415131814444,1,1,,
ENSG00000174899.10,PQLC2L,-4.05036467451207,-13.097917640063539,5.1137876249160235e-05,0.09562770713882433,2,2,,
ENSG00000140386.12,SCAPER,-4.016,-25.212620307633717,5.919425537780223e-05,0.025371809455991476,1,2,,
ENSG00000117477.12,CCDC181,-4.015,-34.16395959386925,5.9445794796211576e-05,0.013811304493630164,1,1,,
ENSG00000183798.4,EMILIN3,-4.011,-10.614845759268885,6.0462110321037175e-05,0.142783475205429,1,2,,
ENSG00000275438.1,LA16c-360A4.1,4.005,18.298437143127327,6.201748114859967e-05,0.04790458076357024,1,1,,
ENSG00000165501.16,LRR1,4.004,329.5330320036619,6.228036431698822e-05,0.0001476353061747593,1,1,,
ENSG00000168237.17,GLYCTK,3.9879999999999995,14.491458166227288,6.663266370420016e-05,0.07573316802913574,1,1,,
ENSG00000161551.14,ZNF577,-3.9862878782792035,-7.955958814246964,6.711507448959972e-05,0.2510453985437216,3,3,,
ENSG00000155530.2,LRGUK,3.978,32.33969679551228,6.949737178306518e-05,0.01513065294751376,1,1,,
ENSG00000168071.21,CCDC88B,3.9543161275251073,14.11808448761357,7.67538716986111e-05,0.07844968768025949,2,2,,
ENSG00000239389.7,PCDHA13,3.952,6.345901353582056,7.750074066538642e-05,0.38783521352307143,1,1,,
ENSG00000136490.8,LIMD2,-3.937,-196.76754007905132,8.250660698441172e-05,0.0004003353284765155,1,1,,
ENSG00000249158.6,PCDHA11,-3.9319999999999995,-457.0802949301298,8.424206575119626e-05,7.40017551732812e-05,1,2,,
ENSG00000198909.7,MAP3K3,-3.927,-18.510073576016477,8.601198116456038e-05,0.0450096372139895,1,1,,
ENSG00000271973.1,RP11-572O6.1,3.9199999999999995,585.6804644758071,8.854896862414149e-05,4.4797178108390556e-05,1,2,,
ENSG00000173273.15,TNKS,-3.898,-15.670160754278882,9.699041648647632e-05,0.06187807094334406,1,1,,
ENSG00000167004.12,PDIA3,3.883,68.81295822692869,0.00010317556812256519,0.0031841559098005445,1,2,,
ENSG00000270933.1,CTD-2227E11.1,3.882252196514655,1233.9766958746843,0.00010349346014345946,9.898139557039623e-06,2,2,,
ENSG00000080854.14,IGSF9B,-3.8729999999999998,-109.01872349739631,0.0001075038276898141,0.0012620972163140895,1,1,,
ENSG00000143443.9,C1orf56,3.87,490.5185289259761,0.00010883535326739919,6.224594945847153e-05,1,2,,
ENSG00000108342.12,CSF3,3.8590000000000004,28.987458337558422,0.00011385193777468814,0.0177226753596117,1,1,,
ENSG00000213901.10,SLC23A3,3.8433190063632243,21.004621370257908,0.00012138152523723734,0.03347982294332544,2,2,,
ENSG00000185633.10,NDUFA4L2,-3.8379999999999996,-800.2204968553094,0.00012404048223101037,2.3003324100942274e-05,1,1,,
ENSG00000275074.1,NUDT18,-3.8329783469477623,-17.5524693227339,0.0001266011009217685,0.04768659204563532,2,2,,
ENSG00000273399.2,RP11-408A13.3,3.818,4.270710302650078,0.00013453792565987864,0.7992297156016178,1,1,,
ENSG00000076685.18,NT5C2,-3.815745292303827,-16.13498489958295,0.00013577250308021387,0.05592701336281308,2,2,,
ENSG00000121892.14,PDS5A,-3.8118836484030587,-29.79633250899513,0.00013791179502905724,0.01636641833799338,2,2,,
ENSG00000204520.12,MICA,-3.7997864387927365,-4.252098024820854,0.0001448208355367096,0.798567885718186,2,3,,
ENSG00000272994.1,RP11-332H14.2,3.798,38.17247631423267,0.00014586832362699668,0.009899408645686784,1,2,,
ENSG00000135974.9,C2orf49,3.798,69.42358341173114,0.00014586832362699668,0.002992925230080614,1,1,,
ENSG00000105926.15,MPP6,-3.796,-35.458763650336614,0.00014704949760805785,0.011460543918121473,1,2,,
ENSG00000197157.10,SND1,3.794,15.205071814310402,0.00014823967318580648,0.062261230806066215,1,1,,
ENSG00000068489.12,PRR11,3.787,35.863644507633055,0.0001524771001753438,0.011150177172406428,1,1,,
ENSG00000104055.15,TGM5,-3.758,-387.31817356499545,0.0001712768813646024,9.414078189729178e-05,1,1,,
ENSG00000136930.12,PSMB7,-3.755602894587355,-37.51413205754366,0.0001729246968132936,0.010022349062537517,2,2,,
ENSG00000104228.12,TRIM35,3.755,7.388605318732664,0.00017334147827531007,0.25828247906328816,1,1,,
ENSG00000115514.11,TXNDC9,-3.753,-55.292072557074974,0.00017473085505822028,0.004607139795207174,1,1,,
ENSG00000171634.16,BPTF,-3.7470000000000003,-27.97095352522978,0.00017896208615102193,0.01794538759362846,1,1,,
ENSG00000166946.13,CCNDBP1,3.7470000000000003,39.97917429120862,0.00017896208615102193,0.008784150051438172,1,1,,
ENSG00000172575.11,RASGRP1,-3.743,-469.73010407702265,0.00018183622894387956,6.349548808377714e-05,1,1,,
ENSG00000196653.11,ZNF502,-3.741914514219551,-7.620442613454362,0.00018262364305059335,0.2411167212397959,2,2,,
ENSG00000015592.16,STMN4,3.739,4.042688127287986,0.0001847537270931463,0.8554023760321848,1,2,,
ENSG00000100216.5,TOMM22,-3.732,-63.2661401832618,0.00018996550161956322,0.0034796902921493595,1,1,,
ENSG00000273374.1,RP11-383I23.2,3.7289269812004537,11.072369032587766,0.00019229685857426342,0.11341921951258851,2,2,,
ENSG00000270673.1,YTHDF3-AS1,3.7250000000000005,12.208770103569497,0.00019531522198384195,0.09309122010653459,1,1,,
ENSG00000204257.14,HLA-DMA,-3.721,-6.58247277117231,0.0001984354383927797,0.3195517479277566,1,2,,
ENSG00000114737.15,CISH,-3.719,-170.49379719633652,0.0002000130518683227,0.0004758117800107685,1,1,,
ENSG00000185345.18,PARK2,-3.719,-252.68682340692592,0.0002000130518683227,0.00021661432069320578,1,1,,
ENSG00000048740.18,CELF2,3.715,473.2804895556078,0.00020320369444592017,6.161414596606683e-05,1,2,,
ENSG00000170633.16,RNF34,3.7090000000000005,25.96915688294335,0.00020807942799078616,0.020398487496626375,1,2,,
ENSG00000108384.14,RAD51C,-3.699,-8.176273961344496,0.00021645060098110064,0.2046716981350025,1,1,,
ENSG00000015153.14,YAF2,3.697,169.47497909358987,0.00021816234238884028,0.0004758693386707455,1,1,,
ENSG00000008838.19,MED24,3.696072011372621,15.441127030860704,0.00021896089003688984,0.0572958090774115,2,2,,
ENSG00000242574.8,HLA-DMB,-3.696,-18.999005406310978,0.00021902297146692817,0.03784444952046712,1,1,,
ENSG00000232629.8,HLA-DQB2,3.695,6.468558716336441,0.0002198867873153473,0.3262975674325089,1,2,,
ENSG00000101161.7,PRPF6,3.6944056229269684,12.737376245712994,0.00022040173411881235,0.08412579824594432,2,2,,
ENSG00000145050.15,MANF,3.6870737639974145,23.210943981683243,0.00022684761654447798,0.025233532090509957,2,2,,
ENSG00000182272.11,B4GALNT4,3.687,16.160745069366918,0.00022691335698158508,0.052050333475510094,1,1,,
ENSG00000172260.14,NEGR1,3.684526635295176,23.3183100011861,0.00022912806587472548,0.02496716649685733,2,2,,
ENSG00000267108.1,RP11-861E21.1,3.6811542879991452,3.2455889363825308,0.0002321804469777782,1.2864147535354509,2,2,,
ENSG00000117154.11,IGSF21,3.681,87.75025566681613,0.00023232100501066787,0.0017596846835550896,1,1,,
ENSG00000165280.15,VCP,3.681,103.03629261572198,0.00023232100501066787,0.001276295351022501,1,1,,
ENSG00000244405.7,ETV5,-3.679,-62.35465063956044,0.0002341502680907932,0.003481143090194193,1,1,,
ENSG00000256053.7,APOPT1,-3.6747956941461695,-11.641361660978271,0.00023803981805924489,0.09964576241530995,2,3,,
ENSG00000232859.9,LYRM9,-3.6670000000000003,-10.550836733639748,0.0002454127950879432,0.1207947375368777,1,1,,
ENSG00000006432.15,MAP3K9,3.661,104.50091621625424,0.00025123275883563565,0.0012273240978607264,1,2,,
ENSG00000128487.16,SPECC1,-3.6599999999999997,-49.18535130394402,0.00025221524827697344,0.0055372051667388214,1,2,,
ENSG00000283458.1,RP11-1I2.1,-3.6589999999999994,-22.508937827443116,0.0002532013402179191,0.02642498903584714,1,1,,
ENSG00000125445.10,MRPS7,3.656,18.790774545879607,0.00025618135342224277,0.03785497907031397,1,1,,
ENSG00000173457.10,PPP1R14B,3.641,24.06423751375643,0.0002715811364347993,0.0228927068520466,1,1,,
ENSG00000204387.12,C6orf48,3.622877158940701,18.5688771070425,0.00029134420372021856,0.03806588518420313,3,3,,
ENSG00000186792.16,HYAL3,-3.6055195049410074,-8.028944158324107,0.00031152908994576075,0.20165956399625487,2,2,,
ENSG00000137494.13,ANKRD42,3.605372026271668,25.589843069544038,0.00031170606838333147,0.0198502017158073,2,2,,
ENSG00000231925.11,TAPBP,3.6027292083016094,14.198786871518575,0.0003148935232478257,0.0643814509918757,2,2,,
ENSG00000108823.15,SGCA,-3.6020691481164686,-4.26710364865651,0.00031569435849713784,0.7125866915393351,2,2,,
ENSG00000119314.15,PTBP3,-3.6010000000000004,-40.26758545641654,0.00031699557686416585,0.007997146734850956,1,1,,
ENSG00000126653.17,NSRP1,3.599,44.21165315716806,0.00031944318946352135,0.006626591280583487,1,1,,
ENSG00000197343.10,ZNF655,-3.59,-19.965111137035144,0.00033067796144021903,0.032332957620930476,1,1,,
ENSG00000011198.7,ABHD5,-3.586,-28.026640732558263,0.0003357889569603345,0.01637112323069865,1,2,,
ENSG00000059691.11,GATB,-3.5804184800798775,-13.244449330393962,0.000343044358213529,0.07308020681577651,2,2,,
ENSG00000165006.13,UBAP1,-3.575661432158831,-18.35815485026598,0.00034934352508550487,0.03793627830407911,2,2,,
ENSG00000110975.8,SYT10,-3.5689999999999995,-42.39888275896671,0.0003583464255605424,0.007085724627958605,1,1,,
ENSG00000126246.9,IGFLR1,-3.567,-35.09564209794392,0.00036109148042551124,0.010329988395120303,1,2,,
ENSG00000170396.7,ZNF804A,3.562577752172138,275.35828308021416,0.00036723109351792255,0.00016739111906985627,2,2,,
ENSG00000183579.15,ZNRF3,-3.562,-214.63198030386636,0.0003680403841324245,0.0002754222139753923,1,1,,
ENSG00000187398.11,LUZP2,-3.56,-590.067048335432,0.0003708547938665554,3.6399655281630927e-05,1,1,,
ENSG00000184144.11,CNTN2,3.56,209.6163648963817,0.0003708547938665554,0.0002884361070248723,1,1,,
ENSG00000271367.1,RP3-483K16.4,3.559151659800192,23.014293129040567,0.0003720546488318953,0.02391650460093373,3,3,,
ENSG00000187049.9,TMEM216,-3.5568695465679823,-9.366428558969782,0.0003753004058165719,0.1442074921439862,2,2,,
ENSG00000109063.14,MYH3,3.5563788953778843,17.28377777086849,0.000376001687464665,0.04233881527039916,2,2,,
ENSG00000278376.1,RP11-158I9.8,3.5539999999999994,5.507646710799646,0.0003794192135395386,0.41639230762050355,1,2,,
ENSG00000269489.1,RP11-98D18.17,3.542,18.574186066215855,0.0003971054742031525,0.03636449243409307,1,1,,
ENSG00000197134.11,ZNF257,-3.5418765191818373,-6.121483581189057,0.0003972914072120798,0.3347753359728302,2,2,,
ENSG00000101052.12,IFT52,3.5410823988675904,3.6969484459492508,0.00039848911020557185,0.9174560662068644,3,3,,
ENSG00000142082.14,SIRT3,-3.529,-39.99500594456692,0.00041713313052130105,0.0077855945881868185,1,1,,
ENSG00000267796.7,LIN37,-3.526,-18.432334368893027,0.0004218869689464394,0.03659349882468189,1,1,,
ENSG00000124613.8,ZNF391,3.522425403944994,7.627241796304222,0.0004276173647283173,0.2132792379378037,2,2,,
ENSG00000138190.16,EXOC6,-3.521,-52.785836029451076,0.00042992261663546665,0.004449356877902406,1,1,,
ENSG00000103351.12,CLUAP1,-3.517,-212.852622776383,0.00043645378190729683,0.00027301513581339865,1,2,,
ENSG00000205155.7,PSENEN,-3.516,-1017.4180864892251,0.00043810098421038027,1.1942598317439545e-05,1,1,,
ENSG00000015532.9,XYLT2,-3.514,-42.0810712471157,0.00044141281286157354,0.006973164978078746,1,1,,
ENSG00000160949.16,TONSL,-3.513,-18.12762269897202,0.00044307747681623873,0.037555590316679,1,1,,
ENSG00000007944.14,MYLIP,-3.5118338565214,-38.9723028207731,0.00044502611422206996,0.008119995451871776,2,2,,
ENSG00000144647.5,POMGNT2,-3.51,-15.485311267429957,0.00044810669398218604,0.0513776639773857,1,1,,
ENSG00000256540.1,RP11-598F7.6,3.509509028075089,22.312273070715463,0.00044893481774264265,0.024740307602919547,2,2,,
ENSG00000204967.10,PCDHA4,-3.4970000000000003,-12.144427787340364,0.00047052183229632957,0.0829157724357853,1,2,,
ENSG00000198900.5,TOP1,3.4960000000000004,5918.761504701724,0.00047228869991010385,3.488840915452683e-07,1,1,,
ENSG00000104388.14,RAB2A,3.493,126.13241937933948,0.000477626509044474,0.0007669087961994696,1,1,,
ENSG00000007171.16,NOS2,3.485,5.183297324589143,0.0004921370415107845,0.4520571281645552,1,1,,
ENSG00000186446.11,ZNF501,-3.4844543026020434,-8.839014538030533,0.0004931416638932118,0.15540387728452631,2,2,,
ENSG00000134247.9,PTGFRN,-3.4731412974065687,-29.680051962245447,0.0005144044630701932,0.01369353544080822,2,2,,
ENSG00000088538.12,DOCK3,3.465,108.71955880410347,0.0005302314793486885,0.0010157600203188908,1,1,,
ENSG00000137699.16,TRIM29,3.4490174132233884,83.24933381962052,0.000562630418563298,0.001716442424708048,2,2,,
ENSG00000196090.12,PTPRT,-3.449,-454.9510080564335,0.0005626667020700928,5.747210782269898e-05,1,1,,
ENSG00000100280.16,AP1B1,-3.448,-130.90591582531383,0.0005647540373257385,0.0006937707210789166,1,1,,
ENSG00000256591.5,RP11-286N22.8,-3.446,-18.240117119379097,0.0005689503592971573,0.03569236298475245,1,2,,
ENSG00000133250.13,ZNF414,3.4455988589389475,12.996352253527144,0.000569795506049613,0.07028885713403554,3,3,,
ENSG00000270091.1,RP11-78O7.2,-3.445163134214922,-19.455545562899044,0.0005707148401311926,0.03135687360537611,2,2,,
ENSG00000251600.5,RP11-673E1.1,3.4342306650830325,3.758147142351133,0.0005942382870723333,0.8350478528686305,2,2,,
ENSG00000176155.18,CCDC57,3.432,16.32218991925922,0.0005991475582962266,0.044211749904875766,1,1,,
ENSG00000132485.13,ZRANB2,-3.43,-225.21963766158706,0.0006035812492172734,0.00023194004079732177,1,1,,
ENSG00000254531.1,FLJ20021,-3.425,-17.98358237856345,0.0006147994206097124,0.036271768782230124,1,1,,
ENSG00000150961.14,SEC24D,3.425,43.9325181859135,0.0006147994206097124,0.006077835712906949,1,1,,
ENSG00000100403.11,ZC3H7B,3.4198945673357826,37.46430014124627,0.0006264541034259879,0.008332785191682172,2,2,,
ENSG00000108829.9,LRRC59,-3.418,-126.95712220574643,0.0006308310692686601,0.0007248196819015352,1,1,,
ENSG00000110693.17,SOX6,-3.4068230620833546,-38.826830132236616,0.0006572371851167701,0.00769901712450186,2,2,,
ENSG00000108344.14,PSMD3,-3.4019999999999997,-87.01015680035123,0.0006689463782090426,0.0015287227052778617,1,1,,
ENSG00000103723.12,AP3B2,-3.398198427072744,-25.346228067157064,0.0006783120199963436,0.017975078360923782,2,2,,
ENSG00000250091.2,DNAH10OS,3.398,18.541761880541067,0.0006788042009554976,0.033584953414008814,1,1,,
ENSG00000189190.9,ZNF600,3.397,13.534096090885942,0.0006812896696236735,0.0629988443041901,1,3,,
ENSG00000163938.16,GNL3,3.396687211681185,16.035286991837108,0.0006820688303839394,0.044870162053090884,2,2,,
ENSG00000132970.12,WASF3,3.391896822701801,10.939322019408035,0.0006941057246100189,0.09614007411396741,2,2,,
ENSG00000157423.17,HYDIN,3.391796771858686,105.0511953279677,0.0006943592160539055,0.001042455795684398,2,2,,
ENSG00000188051.6,TMEM221,3.3849999999999993,36.16948433365067,0.0007117825451840407,0.00875856004900565,1,1,,
ENSG00000225383.7,SFTA1P,3.379,8.920144721275378,0.0007275000815087594,0.14349361691896118,1,1,,
ENSG00000271755.1,RP1-153G14.4,3.379,15.207930625974361,0.0007275000815087594,0.049366932005751415,1,1,,
ENSG00000151640.12,DPYSL4,3.378,35.407571601172535,0.0007301508066354086,0.009101794092725869,1,1,,
ENSG00000143469.18,SYT14,3.378,6.7434977613701275,0.0007301508066354086,0.25092784401038914,1,1,,
ENSG00000162267.12,ITIH3,-3.378,-836.4162118401463,0.0007301508066354086,1.631076785390869e-05,1,1,,
ENSG00000178882.14,RFLNA,3.3700000000000006,63.01196448897913,0.000751681836800164,0.00286031433445027,1,1,,
ENSG00000213741.9,RPS29,-3.366,-93.3204770353016,0.0007626670837152188,0.0013009910921656079,1,2,,
ENSG00000156639.11,ZFAND3,-3.366,-22.006962820147358,0.0007626670837152188,0.02339418951720868,1,1,,
ENSG00000137449.15,CPEB2,-3.3658060141935313,-115.46789097327643,0.0007632036002652783,0.0008496805897521947,2,2,,
ENSG00000279668.2,CTC-304I17.6,3.363,252.48582223933997,0.0007710036378687137,0.0001774106724249815,1,2,,
ENSG00000162384.13,C1orf123,3.3568705918154476,6.0422028766740725,0.0007882999903104902,0.3086587493830801,2,2,,
